,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
825,2021-09-24,248.63,258.27,248.19,258.13,258.13,64119000,64119000,9.5,3.82,254.86,"September 24, 21",0.0382
826,2021-09-23,251.67,252.73,249.31,251.21,251.21,35842500,35842500,-0.46,-0.18278,251.08,"September 23, 21",-0.0018278
827,2021-09-22,247.84,251.22,246.37,250.65,250.65,45378900,45378900,2.81,1.13,249.41,"September 22, 21",0.0113
828,2021-09-21,244.93,248.25,243.48,246.46,246.46,48992100,48992100,1.53,0.62467,246.06,"September 21, 21",0.0062467
829,2021-09-20,244.85,247.33,239.54,243.39,243.39,74273100,74273100,-1.46,-0.59628,243.42,"September 20, 21",-0.0059628
830,2021-09-17,252.38,253.68,250.0,253.16,253.16,84612600,84612600,0.78,0.30906,252.28,"September 17, 21",0.0030906
831,2021-09-16,250.94,252.97,249.2,252.33,252.33,41770200,41770200,1.39,0.55392,251.5,"September 16, 21",0.0055392
832,2021-09-15,248.33,252.29,246.12,251.94,251.94,46073100,46073100,3.61,1.45,250.12,"September 15, 21",0.0145
833,2021-09-14,247.52,251.49,245.47,248.16,248.16,55574700,55574700,0.64,0.25856,248.37,"September 14, 21",0.0025856
834,2021-09-13,246.74,248.26,236.28,247.67,247.67,68857500,68857500,0.93,0.37691,244.07,"September 13, 21",0.0037691
835,2021-09-10,253.2,254.2,244.84,245.42,245.42,45552600,45552600,-7.78,-3.07,248.16,"September 10, 21",-0.0307
836,2021-09-09,251.14,254.03,250.54,251.62,251.62,42233100,42233100,0.48,0.19113,252.07,"September 09, 21",0.0019113
837,2021-09-08,253.86,254.82,246.92,251.29,251.29,56379000,56379000,-2.57,-1.01,251.01,"September 08, 21",-0.0101
838,2021-09-07,246.67,253.4,246.42,250.97,250.97,60119400,60119400,4.3,1.74,250.26,"September 07, 21",0.0174
839,2021-09-03,244.08,244.67,241.4,244.52,244.52,45738300,45738300,0.44,0.18027,243.53,"September 03, 21",0.0018027
840,2021-09-02,244.83,246.99,243.51,244.13,244.13,38331900,38331900,-0.7,-0.28591,244.88,"September 02, 21",-0.0028591
841,2021-09-01,244.69,247.33,243.76,244.7,244.7,39612900,39612900,0.01,0.0040868,245.26,"September 01, 21",4.0868e-05
842,2021-08-31,244.33,246.8,242.15,245.24,245.24,62566200,62566200,0.91,0.37245,244.73,"August 31, 21",0.0037245
843,2021-08-30,238.24,243.67,237.58,243.64,243.64,55812600,55812600,5.4,2.27,241.63,"August 30, 21",0.0227
844,2021-08-27,235.0,238.33,234.03,237.31,237.31,41501400,41501400,2.31,0.98298,236.56,"August 27, 21",0.0098298
845,2021-08-26,236.1,238.47,232.54,233.72,233.72,39642900,39642900,-2.38,-1.01,234.91,"August 26, 21",-0.0101
846,2021-08-25,235.68,238.99,234.67,237.07,237.07,37936800,37936800,1.39,0.58978,236.91,"August 25, 21",0.0058978
847,2021-08-24,236.89,238.41,234.21,236.16,236.16,39249300,39249300,-0.73,-0.30816,236.26,"August 24, 21",-0.0030816
848,2021-08-23,228.48,237.38,226.92,235.43,235.43,60794700,60794700,6.95,3.04,233.24,"August 23, 21",0.0304
849,2021-08-20,227.62,230.71,224.57,226.75,226.75,44525700,44525700,-0.87,-0.38222,227.34,"August 20, 21",-0.0038222
850,2021-08-19,226.07,228.85,222.53,224.49,224.49,42940500,42940500,-1.58,-0.6989,225.29,"August 19, 21",-0.006989
851,2021-08-18,223.25,231.92,223.12,229.66,229.66,61048200,61048200,6.41,2.87,228.23,"August 18, 21",0.0287
852,2021-08-17,224.22,224.86,216.28,221.9,221.9,71163900,71163900,-2.32,-1.03,221.01,"August 17, 21",-0.0103
853,2021-08-16,235.02,236.5,225.47,228.72,228.72,68032200,68032200,-6.3,-2.68,230.23,"August 16, 21",-0.0268
854,2021-08-13,241.24,243.3,238.11,239.06,239.06,50194500,50194500,-2.18,-0.90366,240.16,"August 13, 21",-0.0090366
855,2021-08-12,235.45,240.93,233.13,240.75,240.75,52377300,52377300,5.3,2.25,238.27,"August 12, 21",0.0225
856,2021-08-11,237.57,238.39,234.74,235.94,235.94,29401800,29401800,-1.63,-0.68611,236.36,"August 11, 21",-0.0068611
857,2021-08-10,238.0,238.86,233.96,236.66,236.66,40296900,40296900,-1.34,-0.56303,236.5,"August 10, 21",-0.0056303
858,2021-08-09,236.72,239.68,235.04,237.92,237.92,44145900,44145900,1.2,0.50693,237.55,"August 09, 21",0.0050693
859,2021-08-06,237.3,238.78,232.54,233.03,233.03,46869000,46869000,-4.27,-1.8,234.78,"August 06, 21",-0.018
860,2021-08-05,238.67,240.32,237.14,238.21,238.21,38758800,38758800,-0.46,-0.19273,238.55,"August 05, 21",-0.0019273
861,2021-08-04,237.0,241.63,236.31,236.97,236.97,51007800,51007800,-0.03,-0.01265823,238.31,"August 04, 21",-0.0001265823
862,2021-08-03,239.67,240.88,233.67,236.58,236.58,64860900,64860900,-3.09,-1.29,237.04,"August 03, 21",-0.0129
863,2021-08-02,233.33,242.31,232.8,236.56,236.56,100847400,100847400,3.23,1.38,237.22,"August 02, 21",0.0138
864,2021-07-30,223.92,232.51,223.0,229.07,229.07,88969200,88969200,5.15,2.3,228.19,"July 30, 21",0.023
865,2021-07-29,216.6,227.9,216.27,225.78,225.78,91183800,91183800,9.18,4.24,223.32,"July 29, 21",0.0424
866,2021-07-28,215.67,218.32,213.13,215.66,215.66,48019800,48019800,-0.01,-0.00463671,215.71,"July 28, 21",-4.63671e-05
867,2021-07-27,221.13,222.17,209.08,214.93,214.93,98439900,98439900,-6.2,-2.8,215.39,"July 27, 21",-0.028
868,2021-07-26,216.99,222.73,215.7,219.21,219.21,76009800,76009800,2.22,1.02,219.21,"July 26, 21",0.0102
869,2021-07-23,215.45,216.27,212.43,214.46,214.46,43814700,43814700,-0.99,-0.4595,214.39,"July 23, 21",-0.004595
870,2021-07-22,218.81,220.72,214.87,216.42,216.42,45317100,45317100,-2.39,-1.09,217.34,"July 22, 21",-0.0109
871,2021-07-21,219.87,221.62,216.76,218.43,218.43,41859900,41859900,-1.44,-0.65493,218.94,"July 21, 21",-0.0065493
872,2021-07-20,217.33,220.8,213.5,220.17,220.17,46461300,46461300,2.84,1.31,218.15,"July 20, 21",0.0131
873,2021-07-19,209.96,215.73,207.1,215.41,215.41,63891300,63891300,5.45,2.6,212.75,"July 19, 21",0.026
874,2021-07-16,218.23,218.9,214.07,214.74,214.74,49113000,49113000,-3.49,-1.6,215.9,"July 16, 21",-0.016
875,2021-07-15,219.46,222.05,212.63,216.87,216.87,60628800,60628800,-2.59,-1.18,217.18,"July 15, 21",-0.0118
876,2021-07-14,223.58,226.2,217.61,217.79,217.79,64923600,64923600,-5.79,-2.59,220.54,"July 14, 21",-0.0259
877,2021-07-13,228.77,231.09,222.1,222.85,222.85,62898300,62898300,-5.92,-2.59,225.35,"July 13, 21",-0.0259
878,2021-07-12,220.73,229.08,220.72,228.57,228.57,77781000,77781000,7.84,3.55,226.12,"July 12, 21",0.0355
879,2021-07-09,217.73,219.64,214.9,218.98,218.98,54421500,54421500,1.25,0.57411,217.84,"July 09, 21",0.0057411
