,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
48,2024-10-28,223.35,225.64,222.95,225.5,225.5,6843000,6843000,2.15,0.96261,224.36,"October 28, 24",0.0096261
49,2024-10-25,225.0,225.62,220.88,222.31,222.31,6369720,6369720,-2.69,-1.2,223.4525,"October 25, 24",-0.012
50,2024-10-24,221.83,225.06,221.66,224.98,224.98,6002202,6002202,3.15,1.42,223.3825,"October 24, 24",0.0142
51,2024-10-23,223.66,224.8,222.53,223.41,223.41,6180528,6180528,-0.25,-0.11178,223.6,"October 23, 24",-0.0011178
52,2024-10-22,223.02,225.28,221.1,224.12,224.12,9586800,9586800,1.1,0.49323,223.38,"October 22, 24",0.0049323
53,2024-10-21,225.22,225.7,222.9,223.0,223.0,5870000,5870000,-2.22,-0.9857,224.205,"October 21, 24",-0.009857
54,2024-10-18,225.0,225.92,223.1,225.37,225.37,7000543,7000543,0.37,0.16444,224.8475,"October 18, 24",0.0016444
55,2024-10-17,224.27,225.85,223.31,224.42,224.42,6470200,6470200,0.15,0.06688367,224.4625,"October 17, 24",0.0006688367
56,2024-10-16,222.33,223.68,221.04,223.64,223.64,6382515,6382515,1.31,0.58921,222.6725,"October 16, 24",0.0058921
57,2024-10-15,223.66,225.45,221.82,222.39,222.39,9235825,9235825,-1.27,-0.56783,223.33,"October 15, 24",-0.0056783
58,2024-10-14,223.2,223.7,218.88,221.48,221.48,9048925,9048925,-1.72,-0.77061,221.815,"October 14, 24",-0.0077061
59,2024-10-11,215.67,224.63,215.16,222.29,222.29,18320700,18320700,6.62,3.07,219.4375,"October 11, 24",0.0307
60,2024-10-10,214.81,214.81,211.47,212.84,212.84,7927100,7927100,-1.97,-0.91709,213.4825,"October 10, 24",-0.0091709
61,2024-10-09,209.7,214.24,209.38,213.42,213.42,7024000,7024000,3.72,1.77,211.685,"October 09, 24",0.0177
62,2024-10-08,210.58,211.33,208.38,210.75,210.75,6021800,6021800,0.17,0.08072941,210.26,"October 08, 24",0.0008072941
63,2024-10-07,211.03,213.33,209.69,210.93,210.93,6718900,6718900,-0.1,-0.04738663,211.245,"October 07, 24",-0.0004738663
64,2024-10-04,209.3,211.67,206.91,211.22,211.22,10213415,10213415,1.92,0.91734,209.775,"October 04, 24",0.0091734
65,2024-10-03,206.17,206.49,204.34,205.23,203.98,7251325,7251325,-0.94,-0.45593,205.5575,"October 03, 24",-0.0045593
66,2024-10-02,207.08,208.95,205.69,207.29,206.03,5810931,5810931,0.21,0.10141,207.2525,"October 02, 24",0.0010141
67,2024-10-01,208.9,209.09,206.19,207.04,205.78,8540100,8540100,-1.86,-0.89038,207.805,"October 01, 24",-0.0089038
68,2024-09-30,206.31,210.96,205.26,210.86,209.58,8668314,8668314,4.55,2.21,208.3475,"September 30, 24",0.0221
69,2024-09-27,210.65,212.44,209.33,210.5,209.22,7032500,7032500,-0.15,-0.07120817,210.73,"September 27, 24",-0.0007120817
70,2024-09-26,211.13,211.7,209.01,209.78,208.5,7807500,7807500,-1.35,-0.63942,210.405,"September 26, 24",-0.0063942
71,2024-09-25,211.68,212.24,208.61,210.19,208.91,8976520,8976520,-1.49,-0.70389,210.68,"September 25, 24",-0.0070389
72,2024-09-24,211.15,212.95,210.37,211.59,210.3,7323239,7323239,0.44,0.20838,211.515,"September 24, 24",0.0020838
73,2024-09-23,211.0,211.8,209.99,211.44,210.15,7223500,7223500,0.44,0.20853,211.0575,"September 23, 24",0.0020853
74,2024-09-20,209.93,211.42,209.5,211.09,209.8,20885000,20885000,1.16,0.55257,210.485,"September 20, 24",0.0055257
75,2024-09-19,209.78,211.91,207.34,210.48,209.2,11635200,11635200,0.7,0.33368,209.8775,"September 19, 24",0.0033368
76,2024-09-18,209.01,211.34,206.7,207.53,206.27,8259900,8259900,-1.48,-0.7081,208.645,"September 18, 24",-0.007081
77,2024-09-17,207.73,209.93,207.66,209.25,207.98,7573345,7573345,1.52,0.73172,208.6425,"September 17, 24",0.0073172
78,2024-09-16,205.83,208.21,205.59,207.86,206.59,8634936,8634936,2.03,0.98625,206.8725,"September 16, 24",0.0098625
79,2024-09-13,206.86,207.85,203.02,204.32,203.08,10226700,10226700,-2.54,-1.23,205.5125,"September 13, 24",-0.0123
80,2024-09-12,207.65,208.78,204.89,206.6,205.34,9055800,9055800,-1.05,-0.50566,206.98,"September 12, 24",-0.0050566
81,2024-09-11,205.25,207.7,201.83,207.23,205.97,13658743,13658743,1.98,0.96468,205.5025,"September 11, 24",0.0096468
82,2024-09-10,218.6,218.64,200.61,205.56,204.31,28406903,28406903,-13.04,-5.97,210.8525,"September 10, 24",-0.0597
83,2024-09-09,215.19,218.15,214.18,216.81,215.49,8935100,8935100,1.62,0.75282,216.0825,"September 09, 24",0.0075282
84,2024-09-06,217.6,218.74,211.09,212.46,211.17,7777000,7777000,-5.14,-2.36,214.9725,"September 06, 24",-0.0236
85,2024-09-05,220.15,220.8,216.03,217.63,216.3,8067900,8067900,-2.52,-1.14,218.6525,"September 05, 24",-0.0114
86,2024-09-04,221.04,222.07,217.21,219.33,217.99,7389500,7389500,-1.71,-0.77362,219.9125,"September 04, 24",-0.0077362
87,2024-09-03,222.3,224.1,219.24,220.3,218.96,8956100,8956100,-2.0,-0.89969,221.485,"September 03, 24",-0.0089969
88,2024-08-30,222.5,225.48,221.93,224.8,223.43,8574128,8574128,2.3,1.03,223.6775,"August 30, 24",0.0103
89,2024-08-29,222.15,222.98,218.94,222.21,220.86,6416149,6416149,0.06,0.02700878,221.57,"August 29, 24",0.0002700878
90,2024-08-28,219.25,222.21,219.19,221.29,219.94,6506402,6506402,2.04,0.93044,220.485,"August 28, 24",0.0093044
91,2024-08-27,219.51,220.42,219.19,220.18,218.84,5185221,5185221,0.67,0.30523,219.825,"August 27, 24",0.0030523
92,2024-08-26,219.01,219.68,218.05,219.17,217.84,5105245,5105245,0.16,0.07305602,218.9775,"August 26, 24",0.0007305602
93,2024-08-23,217.6,219.19,216.5,218.31,216.98,7214000,7214000,0.71,0.32629,217.9,"August 23, 24",0.0032629
94,2024-08-22,214.58,216.8,214.34,216.63,215.31,5247100,5247100,2.05,0.95535,215.5875,"August 22, 24",0.0095535
95,2024-08-21,214.43,215.0,212.84,214.6,213.29,5202472,5202472,0.17,0.07927995,214.2175,"August 21, 24",0.0007927995
